annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2017-2018;1213253;ECF;MOLINIER;Maximilien;M;1998-09-13;FR;53200;Château-Gontier;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;J371536201B;Ecole;UTT Université de Technologie de Troyes;Troyes;10;France;1ère année d'études supérieures;Formations d'ingénieurs;1ère année du 1er cycle de tronc commun;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;juil-16   
2017-2018;1132945;ECF;MONFORT;Sheard;M;1998-08-25;FR;29900;Concarneau;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;X351821767P;Lycée à classe postbac;Lycée La Pérouse - Kerichen;Brest;29;France;1ère année d'études supérieures;CPGE;Classe préparatoire scientifique;;PCSI;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis mention Assez Bien;juil-16   
2017-2018;436278;ECF;MONIN;Eloi;M;1999-11-04;FR;29900;Concarneau;France;Non boursier;En Terminale;C333666512V;Lycée sans classe postbac;Lycée St Joseph;Concarneau;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2017-2018;763879;ECF;MONTEIRO;Drogo;M;1999-07-20;FR;37510;Saint-Genouph;France;Non boursier;En Terminale;U317398322C;Lycée à classe postbac;Lycée Saint Gatien;Joué-lès-Tours;37;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2017-2018;380292;R;MONTEIRO;Leroy;M;1998-02-06;FR;85000;Mouilleron-le-Captif;France;Non boursier;En Terminale;E354635463G;Lycée à classe postbac;Lycée Jean De Lattre de Tassigny;La Roche-sur-Yon;85;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;1053505;ECF;MONTEL;Galen;M;1998-08-16;FR;29170;Saint-Evarzec;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;Z688140818G;Lycée à classe postbac;Lycée Dupuy De Lôme;Lorient;56;France;1ère année d'études supérieures;CPGE;Classe préparatoire scientifique;;PCSI;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis sans mention;juil-16   
2017-2018;590407;ECF;MONTEL;Olivier;M;1999-03-06;FR;90400;Vézelois;France;Non boursier;En Terminale;C459408672U;Lycée à classe postbac;Lycée Raoul Follereau;Belfort;90;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2017-2018;761266;ECF;MORENO;Brant;M;1999-07-10;FR;22100;Dinan;France;Non boursier;En Terminale;B212755073M;Lycée à classe postbac;Lycée De La Fontaine Des Eaux;Dinan;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;617060;ECF;MORICE;Harrison;M;1999-11-28;FR;53950;Louverné;France;Boursier du secondaire;En Terminale;W357668278C;Lycée à classe postbac;Lycée Douanier Rousseau;Laval;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;215574;ECF;MORIN;Melvyn;M;1999-07-30;FR;35770;Vern-sur-Seiche;France;Non boursier;En Terminale;T675621352U;Lycée à classe postbac;Lycée René Descartes;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2017-2018;731335;ECF;MORLET;Julien;M;1999-10-22;FR;22300;Ploulec'h;France;Non boursier;En Terminale;B618621857Y;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;1131525;ENCF;MORLET;Pleasance;F;1998-07-16;FR;44110;Châteaubriant;France;Non boursier;Scolarisé dans le supérieur en France;G854226755Y;I.U.T;I.U.T de Vannes;Vannes;56;France;1ère année d'études supérieures;DUT;DUT - Service;;Statistique et informatique décisionnelle;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis sans mention;juil-16   
2017-2018;731469;R;MORVAN;Devereux;M;1999-01-04;FR;22260;Ploëzal;France;Non boursier;En Terminale;J729874541D;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;486240;ECF;MORVAN;Joachim;M;2000-03-04;FR;56330;Pluvigner;France;Non boursier;En Terminale;P118284363L;Lycée sans classe postbac;Lycée Ste Anne-St Louis;Sainte-Anne-d'Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;299866;ECF;MORVAN;Kodey;M;1999-09-10;FR;14740;Martragny;France;Non boursier;En Terminale;O071224782M;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;559679;ECF;MORVAN;Rafe;M;1999-05-05;FR;22440;Ploufragan;France;Non boursier;En Terminale;G924158715P;Lycée à classe postbac;Lycée Sacre Coeur;Saint-Brieuc;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;783086;ECF;MOTTE;Lennie;M;2000-10-27;FR;22630;Evran;France;Boursier du secondaire;En Terminale;C797666658X;Lycée à classe postbac;Lycée Les Cordeliers Notre Dame de la Victoire;Dinan;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;556705;ECF;MOURIER;Tiger;M;2000-01-23;FR;35410;Châteaugiron;France;Non boursier;En Terminale;T278275451W;Lycée à classe postbac;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2017-2018;725755;ECF;MOUSSET;Denzel;M;1999-12-14;FR;35131;Pont-Péan;France;Non boursier;En Terminale;P781632166O;Lycée sans classe postbac;Lycée Anita Conti;Bruz;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;441532;ECF;MOUSSET;Jetta;F;1999-01-20;FR;56730;Saint-Gildas-de-Rhuys;France;Non boursier;En Terminale;D852867426I;Lycée à classe postbac;Lycée Alain René Lesage;Vannes;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2017-2018;438041;ECF;MOUSSET;Mack;M;1999-07-27;FR;14480;Coulombs;France;Non boursier;En Terminale;Z702123997F;Lycée à classe postbac;Lycée Arcisse De Caumont;Bayeux;14;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;402740;ENCF;MOUTON;Clem;M;1998-09-26;FR;56510;Saint-Pierre-Quiberon;France;Non boursier;En Terminale;D333579815E;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;424314;ECF;MOUTON;Colton;M;1999-01-07;FR;29200;Brest;France;Non boursier;En Terminale;Q335702247C;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;164061;ECF;MULOT;Josephina;F;1999-03-16;FR;53100;Mayenne;France;Non boursier;En Terminale;L375837389F;Lycée sans classe postbac;Lycée Don Bosco;Mayenne;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2017-2018;647776;ECF;MUNIER;Eldred;M;1998-03-06;FR;29380;Bannalec;France;Boursier du secondaire;En Terminale;D870623287G;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;703966;ECF;MUNOZ;Melvin;M;1999-08-15;FR;22120;Pommeret;France;Non boursier;En Terminale;M568113129S;Lycée à classe postbac;Lycée Henri Avril;Lamballe;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2017-2018;196948;ECF;MUNOZ;Peter;M;1999-07-26;FR;56890;Plescop;France;Non boursier;En Terminale;U889637163H;Lycée à classe postbac;Lycée Charles De Gaulle;Vannes;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;215507;ECF;MURAT;Faron;M;1999-09-20;FR;35150;Janzé;France;Non boursier;En Terminale;K577241126J;Lycée à classe postbac;Lycée René Descartes;Rennes;35;France;Terminale;Terminale;STMG;;Gestion et Finance;Anglais;Allemand;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;;
2017-2018;489662;ECF;MURAT;Porter;M;1999-04-09;FR;22600;Loudéac;France;Non boursier;En Terminale;W558512393T;Lycée à classe postbac;Lycée St Joseph;Loudéac;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2017-2018;1060491;ECF;MUSSARD;Deon;M;1997-03-01;FR;44400;Rezé;France;Non boursier;Non scolarisé;L074471953E;I.U.T;I.U.T. Saint-Nazaire;Saint-Nazaire;44;France;2nd année d'études supérieures;DUT;;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;juil-15   
2017-2018;1100083;ENCF;NADAL;Leopold;M;1995-11-27;FR;29241;Locquirec;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;P435184498V;Lycée à classe postbac;Lycée Jules Lesven;Brest;29;France;2nd année d'études supérieures;BTS - BTSA;BTS - Services;;Assistant de gestion PME-PMI à référentiel commun européen;;;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;Admis sans mention;juil-15   
2017-2018;569149;NCF;NAUDIN;Oliver;M;1998-05-15;FR;36110;Baudres;France;Non boursier;En Terminale;O185958513D;Lycée à classe postbac;Lycée Blaise Pascal;Châteauroux;36;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2017-2018;171765;ECF;NAVARRO;Homer;M;1999-06-19;FR;29000;Quimper;France;Non boursier;En Terminale;R226303828E;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;273349;ECF;NAVARRO;Kerena;F;1999-11-02;FR;76310;Sainte-Adresse;France;Non boursier;En Terminale;D474571988F;Lycée à classe postbac;Lycée Porte-Océane;Le Havre;76;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2017-2018;385923;ECF;NAVARRO;Quentin;M;1998-11-21;FR;22400;Lamballe;France;Non boursier;En Terminale;S156501129U;Lycée sans classe postbac;Lycée St Joseph;Lamballe;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;792286;ENCF;NEAU;Yves;M;1998-12-06;FR;22310;Plufur;France;Non boursier;En Terminale;J137572769T;Lycée sans classe postbac;Lycée professionnel Saint Joseph - Bossuet;Lannion;22;France;Terminale;Terminale;P;;Commercialisation et services en restauration;Anglais;Espagnol;Bac en préparation;Professionnelle;;Commercialisation et services en restauration;;
2017-2018;233216;ECF;NEDELEC;Lorn;M;1999-02-12;FR;22490;Pleslin-Trigavou;France;Non boursier;En Terminale;D846438829A;Lycée sans classe postbac;Lycée Les Rimains;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2017-2018;731514;ECF;NEUVILLE;Rollo;M;1999-04-24;FR;22560;Trébeurden;France;Non boursier;En Terminale;G035619038N;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;523353;ECF;NICOL;Parris;M;1999-09-24;FR;29170;Saint-Evarzec;France;Non boursier;En Terminale;E722581123U;Lycée à classe postbac;Lycée de Cornouaille;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2017-2018;424135;ECF;NICOLLE;Chuck;M;1998-03-28;FR;29200;Brest;France;Non boursier;En Terminale;W713326447Q;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
2017-2018;418240;ECF;NICOLLE;Ursula;F;1999-01-05;FR;35132;Vezin-le-Coquet;France;Non boursier;En Terminale;M315256191I;Lycée à classe postbac;Lycée Victor et Hélène BASCH;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2017-2018;612198;ECF;NICOT;Gabe;M;2000-02-08;FR;85000;La Roche-sur-Yon;France;Non boursier;En Terminale;Y916297232G;Lycée à classe postbac;LGT SAINT-FRANCOIS D'ASSISE;La Roche-sur-Yon;85;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2017-2018;215606;ENCF;NICOT;Rusty;M;1999-02-07;FR;35150;Janzé;France;Non boursier;En Terminale;K763777748P;Lycée à classe postbac;Lycée René Descartes;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2017-2018;372737;ECF;NOGUES;Hammond;M;1998-10-30;FR;56000;Vannes;France;Non boursier;En Terminale;X923555886G;Lycée à classe postbac;Lycée St Joseph;Vannes;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;742312;ENCF;NOURRY;Leon;M;1998-02-20;FR;28000;Chartres;France;Non boursier;En Terminale;E525472992O;Lycée à classe postbac;Lycée Edouard BRANLY;Dreux;28;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
